id,cause,jivdate,images1,terrain,comments,jivreport,spillvolume,incidentsite,GeoID,location,country,"city,country",geo_longitude,geo_latitude,geo_accuracy,datereported,cleanupcompleted
695228(B)_14in_Okordia-Rumuekpe_pipeline_at_Ikarama_JIV.pdf,Sabotage/Theft,8/9/2011,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/695228(B)_14in_Okordia-Rumuekpe_pipeline_at_Ikarama_Photos.pdf,Land,Post Cleanup Inspection completed on 25th November 2011. Delay due to flooding which restricted access to the site.,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/695228(B)_14in_Okordia-Rumuekpe_pipeline_at_Ikarama_JIV.pdf,127.8,"14"" Okordia-Rumuekpe Pipeline at Ikarama ",11,Ikarama,Nigeria,"Ikarama, Nigeria",5.84782,7.61163,50,8/2/2011,Recovery of spilled volume and cleanup of impacted area completed on 23rd September 2011.
695228(C)_14in_Okordia-Rumuekpe_pipeline_at_Ikarama_JIV.pdf,Sabotage/Theft,8/12/2011,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/695228(C)_14in_Okordia-Rumuekpe_pipeline_at_Ikarama_Photos.pdf,Land,"Post Cleanup Inspection completed on 25th November 2011. Initial volume of spill estimated during JIV of 12th August 2011 was 34.4 bbls. However, 45 bbls of oil was subsequently recovered, resulting in a restated volume of 64.3 bbls. Restated volume has been communicated to the Regulators as per statutory requirement.",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/695228(C)_14in_Okordia-Rumuekpe_pipeline_at_Ikarama_JIV.pdf,64.3,"14"" Okordia-Rumuekpe Pipeline at Ikarama ",12,Ikarama,Nigeria,"Ikarama, Nigeria",5.84782,7.61163,50,8/2/2011,Recovery of spilled volume and Cleanup of residual impacted area completed on 2nd October 2011.
695228(D)_14in_Okordia-Rumuekpe_pipeline_at_Ikarama_JIV.pdf,Sabotage/Theft,8/13/2011,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/695228(D)_14in_Okordia-Rumuekpe_pipeline_at_Ikarama_Photos.pdf,Land,Schedule revised due to a nationwide industrial action by labour unions in January 2012. Post Cleanup Inspection completed on 8th February  2012.,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/695228(D)_14in_Okordia-Rumuekpe_pipeline_at_Ikarama_JIV.pdf,85.9,"14"" Okordia-Rumuekpe Pipeline at Ikarama ",13,Ikarama,Nigeria,"Ikarama, Nigeria",5.84782,7.61163,50,8/2/2011,Recovery of spilled volume and cleanup of residual impacted area commenced on 13th August 2011 and was completed on 3rd October 2011.
695700_12in_Adibawa-Okordia_pipeline_at_Ikarama_JIV.pdf,Sabotage/Theft,8/8/2011,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/695700_12in_Adibawa-Okordia_pipeline_at_Ikarama_Photos.pdf,Land,This is the 5th sabotage incident at Ikarama since the beginning of August 2011. Post Cleanup Inspection completed on 25th November 2011.,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/695700_12in_Adibawa-Okordia_pipeline_at_Ikarama_JIV.pdf,80.7,"12"" Adibawa-Okordia Pipeline at Ikarama ",14,Ikarama,Nigeria,"Ikarama, Nigeria",5.84782,7.61163,50,8/3/2011,Recovery of spilled volume commenced on 8th August 2011 and was completed on 23rd September 2011. Cleanup of residual impacted area completed on 2nd October 2011.
698098_20inc_Ughelli_Pumping_station-WarriRefinery_Pipeline_at_Ekpan_JIV.pdf,Sabotage/Theft,8/5/2011,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/698098_20inc_Ughelli_Pumping_station-WarriRefinery_Pipeline_at_Ekpan_Photos.pdf,Land,Post Cleanup Inspection completed on 8th September 2011.,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/698098_20inc_Ughelli_Pumping_station-WarriRefinery_Pipeline_at_Ekpan_JIV.pdf,34.84,20'' Ughelli Pumping Station -Warri Refinery Pipeline at Ekpan ,15,Ekpan,Nigeria,"Ekpan, Nigeria",7.57992,6.33992,40,8/4/2011,Recovery of spilled volume completed on 10th August 2011. Cleanup of residual impacted area completed on 17th August 2011.
699557_28in_TransForcados_trunkline_at_YeyeCreek_JIV.pdf,Sabotage/Theft,8/13/2011,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/699557_28in_TransForcados_trunkline_at_YeyeCreek_Photos.pdf,Swamp,JIV  report confirms no further cleanup action required. Closed.,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/699557_28in_TransForcados_trunkline_at_YeyeCreek_JIV.pdf,0,28'' Trans Forcados Pipeline Right of Way at Chanomi axis(Yeye creek) ,16,Chanomi axis(Yeye creek),Nigeria,"Chanomi axis(Yeye creek), Nigeria",8.67425,9.08457,9,8/8/2011,No oil  was found on site. Cleanup not required.
698080_Obelle_FlowStation_at_Obelle_JIV.pdf,Operational,8/11/2011,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/698080_Obelle_FlowStation_at_Obelle_Photos.pdf,Land,Delay in clean up experienced due to temporary restriction of access to site by community activities. Post Cleanup Inspection completed on 15th November 2011.,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/698080_Obelle_FlowStation_at_Obelle_JIV.pdf,3.26,Saver Pit Oveflow (Obelle FS),17,Obelle FS,Nigeria,"Obelle FS, Nigeria",2.720625,6.94886,39,8/9/2011,No recoverable oil was found on site. Cleanup of residual impacted area commenced  on 5th October 2011 and was completed on 3rd November 2011.
699120_CawthorneChannel_Well45T_flowline_at_Mbiama_JIV.pdf,Operational,8/12/2011,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/699120_CawthorneChannel_Well45T_flowline_at_Mbiama_Photos.pdf,Swamp,"Overall schedule considers community contracting and difficulty of the work terrain, particularly during the rains. Post Cleanup Inspection completed on 24th November 2011.",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/699120_CawthorneChannel_Well45T_flowline_at_Mbiama_JIV.pdf,6.71,Cawthorne Channel Well 45T flowline at Mbiama ,18,Mbiama,Nigeria,"Mbiama, Nigeria",6.39613,5.07548,50,8/10/2011,No recoverable oil was found on site. Cleanup of residual impacted area commenced on 21st September 2011 and was completed on 30th September 2011.
699148_Yokri_Well114S_flowline_at_Yokri_Sokebolou_JIV.pdf,Operational,8/11/2011,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/699148_Yokri_Well114S_flowline_at_Yokri_Sokebolou_Photos.pdf,Swamp,"Delay in cleanup due to replacement of the originally nominated contractor by the community, after initiation of the contracting process as well as the difficult work terrain, particularly during the rainy season. Post Cleanup inspection planned for February 2012.",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/699148_Yokri_Well114S_flowline_at_Yokri_Sokebolou_JIV.pdf,3,Yokri Well 114S flowline,19,Yokri,Nigeria,"Yokri, Nigeria",6.10409,6.68674,50,8/11/2011,Recovery of spilled volume completed on 26th August 2011. Cleanup of residual impacted area commenced on 26th January 2012 and was completed on 30th January 2012.
699978_Akaso_Well10L_flowline_at_CawthorneChannel_JIV.pdf,Sabotage/Theft,8/16/2011,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/699978_Akaso_Well10L_flowline_at_CawthorneChannel_Photos.pdf,Swamp,Post Cleanup Inspection completed on 24th November 2011.,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/699978_Akaso_Well10L_flowline_at_CawthorneChannel_JIV.pdf,0.4,Akaso Well 10L Flowline at Cawthorne Channel ,20,Cawthorne Channel,Nigeria,"Cawthorne Channel, Nigeria",8.67425,9.08457,9,8/12/2011,No recoverable oil was found on site. Cleanup of residual impacted area was originally planned for completion in  October 2011 but reassessment revealed no residual impact.
700229_CawthorneChannel_Well29T_flowline_at_Mbiama_JIV.pdf,Operational,8/16/2011,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/700229_CawthorneChannel_Well29T_flowline_at_Mbiama_Photos.pdf,Swamp,Delay in cleanup was due to site flooding as a result of heavy rains. Post Cleanup Inspection completed on 23rd November 2011.,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/700229_CawthorneChannel_Well29T_flowline_at_Mbiama_JIV.pdf,0.7,Well 29T flowline at Cawthorne Channel ,21,Cawthorne Channel,Nigeria,"Cawthorne Channel, Nigeria",8.67425,9.08457,9,8/13/2011,No recoverable oil was found on site.  Cleanup of residual impacted area commenced on 20th October 2011 and was completed on 30th October 2011.
700104_20in_Buguma-Alakiri_trunkline_at_Abiama_JIV.pdf,Sabotage/Theft,8/19/2011,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/700104_20in_Buguma-Alakiri_trunkline_at_Abiama_Photos.pdf,Swamp,JIV  report confirms no further cleanup action required. Closed.,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/700104_20in_Buguma-Alakiri_trunkline_at_Abiama_JIV.pdf,0.84,"20"" Buguma-Alakiri trunkline at Abiama ",22,Abiama,Nigeria,"Abiama, Nigeria",7.82587,5.63344,50,8/14/2011,No recoverable oil was found on site
700480_14in_Okordia-Rumuekpe_pipeline_at_Ikarama_JIV.pdf,Sabotage/Theft,8/19/2011,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/700480_14in_Okordia-Rumuekpe_pipeline_at_Ikarama_Photos.pdf,Land,"The site was set on fire by unknown persons and the fire burnt itself out on 18th August 2011. The cleanup of residual impacted areas, which was originally planned for completion in October 2011, was suspended on 18th October 2011 due to community issues. This is the 6th sabotage incident at Ikarama since the beginning of August 2011. Schedule revised due to a nationwide industrial action by labour unions in January 2012. Post Cleanup Inspection completed on 7th February 2012.",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/700480_14in_Okordia-Rumuekpe_pipeline_at_Ikarama_JIV.pdf,84.7,"14"" Okordia - Rumuekpe Trunkline at Ikarama ",23,Ikarama,Nigeria,"Ikarama, Nigeria",5.84782,7.61163,50,8/15/2011,Recovery of spilled volume commenced on 20th August 2011 and was completed on 25th November 2011. Cleanup of residual impacted area was completed on 19th December 2011.
700723_8in_ObigboNorth-NewElelenwo_pipeline_at_Akpajo_JIV.pdf,Operational,8/19/2011,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/700723_8in_ObigboNorth-NewElelenwo_pipeline_at_Akpajo_Photos.pdf,Land,Overall schedule considers timeline required for community contracting. Post Cleanup Inspection completed on 19th October 2011.,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/700723_8in_ObigboNorth-NewElelenwo_pipeline_at_Akpajo_JIV.pdf,28,"8"" Obigbo - New Elelenwo Delivery line at Akpajo ",24,Akpajo,Nigeria,"Akpajo, Nigeria",4.8816,8.37565,50,8/16/2011,Recovery of spilled volume commenced on 19th August and was completed on 30th August 2011. Cleanup of residual impacted area was completed on 14th October 2011.
701341_24in_NembeCreek_Pipeline_at_Tora-Twenikiri_JIV.pdf,Operational,8/22/2011,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/701341_24in_NembeCreek_Pipeline_at_Tora-Twenikiri_Photos.pdf,Swamp,JIV took place from 22nd to 26th August 2011. Overall schedule considers community contracting and the difficulty of work in the terrain particularly during the rains. Post Cleanup Inspection planned for February  2012.,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/701341_24in_NembeCreek_Pipeline_at_Tora-Twenikiri_JIV.pdf,479.49,"24"" Nembe Creek Pipeline at Tora ",25,Tora,Nigeria,"Tora, Nigeria",8.67425,9.08457,9,8/17/2011,Recovery of spilled volume commenced on 22nd August 2011 and was completed on 23rd September 2011. Cleanup of residual impacted area was completed on 26th December 2011.
702639_Diebucreek_Nunriver_Pipeline_Oporoma_JIV_Report.pdf,Sabotage/Theft,9/1/2011,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/702639_Diebucreek_Nunriver_Pipeline_at_Oporoma_Photos.pdf,Swamp,Containment was removed by unknown persons prior to the Joint Investigation Visit. Post Cleanup Inspection planned for February  2012.,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/702639_Diebucreek_Nunriver_Pipeline_Oporoma_JIV_Report.pdf,89,"10"" Diebu Creek - Nun River Pipeline at Oporoma ",26,Oporoma,Nigeria,"Oporoma, Nigeria",8.67425,9.08457,9,8/20/2011,Containment in place on 21st August 2011. Recovery of spilled volume and Cleanup of residual impacted  area commenced on 14th September 2011 and was completed on 31st December 2011
702517_12in_Adibawa-Okordia_Pipeline_at_Ikarama_JIV.pdf,Sabotage/Theft,8/26/2011,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/702517_12in_Adibawa-Okordia_Pipeline_at_Ikarama_Photos.pdf,Land,This is the 7th sabotage incident at Ikarama since the beginning of August 2011. Schedule revised due to a nationwide industrial action by labour unions in January 2012.  Post Cleanup Inspection completed on 7th February 2012.,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/702517_12in_Adibawa-Okordia_Pipeline_at_Ikarama_JIV.pdf,30,"12"" Adibawa-Okordia Pipeline at Ikarama ",27,Ikarama,Nigeria,"Ikarama, Nigeria",5.84782,7.61163,50,8/21/2011,Recovery of spilled volume commenced on 26th August 2011 and was completed on 11th November 2011. Cleanup of residual impacted area completed on 12th December 2011.
704074_12in_Adibawa-Okordia_Pipeline_at_Ikarama_JIV.pdf,Sabotage/Theft,8/27/2011,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/704074_12in_Adibawa-Okordia_Pipeline_at_Ikarama_Photos.pdf,Land,"Post Cleanup Inspection completed on  25th November 2011. This is the 8th sabotage incident at Ikarama since the beginning of August 2011. Initial volume of spill estimated during JIV of 27th August 2011 was 76.9 bbls. However, 84 bbls of oil was subsequently recovered, resulting in a restated volume of 120 bbls. Restated volume has been communicated to the Regulators as per statutory requirement.",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/704074_12in_Adibawa-Okordia_Pipeline_at_Ikarama_JIV.pdf,120,"12"" Adibawa-Okordia Pipeline at Ikarama ",28,Ikarama,Nigeria,"Ikarama, Nigeria",5.84782,7.61163,50,8/21/2011,Recovery of spilled volume and Cleanup of residual impacted area completed on 3rd October 2011.
702874_14in_Okordia-Rumuekpe_Pipeline_at_Ikarama_JIV.pdf,Sabotage/Theft,8/29/2011,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/702874_14in_Okordia-Rumuekpe_Pipeline_at_Ikarama_Photos.pdf,Land,This is the 9th sabotage incident at Ikarama since the beginning of August 2011. Schedule revised due to a nationwide industrial action by labour unions in January 2012. Post Cleanup Inspection completed on 7th February 2012.,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/702874_14in_Okordia-Rumuekpe_Pipeline_at_Ikarama_JIV.pdf,91.9,"14"" Okordia-Rumuekpe  Pipeline at Ikarama ",29,Ikarama,Nigeria,"Ikarama, Nigeria",5.84782,7.61163,50,8/22/2011,Recovery of spilled volume commenced on 29th August 2011 and was completed on 25th November 2011.  Cleanup of residual impacted area was completed on 16th December 2011.
703073_Egbema_Assa_Pipeline_Ekpeagha_JIV_Report.pdf,Sabotage/Theft,8/27/2011,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/703073_Egbema_Assa_Pipeline_at_Ekpeagha_Photos.pdf,Land,Post Cleanup Inspection completed on 27th October 2011.,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/703073_Egbema_Assa_Pipeline_Ekpeagha_JIV_Report.pdf,2,"16"" Egbema-Assa Pipeline at Ekpeagha ",30,Ekpeagha,Nigeria,"Ekpeagha, Nigeria",6.64525,5.23497,50,8/22/2011,Recovery of spilled volume completed on 30th August 2011. Cleanup of residual impacted area completed on 20th of September 2011.
703633_6in_Utorogu-UghelliWest_gasline_at_Iwhrekan_JIV.pdf,Operational,8/25/2011,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/703633_6in_Utorogu-UghelliWest_gasline_at_Iwhrekan_Photos.pdf,Land,Post cleanup inspection completed on 30th December 2011.,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/703633_6in_Utorogu-UghelliWest_gasline_at_Iwhrekan_JIV.pdf,6.65,"6"" Utorogu - Ughelli West Gasline at Iwhrekan ",31,Iwhrekan,Nigeria,"Iwhrekan, Nigeria",8.67425,9.08457,9,8/23/2011,Recovery of spilled volume commenced on 25th August 2011 and was completed on 3rd October 2011. Cleanup of residual impacted area completed on 30th November 2011.
704451_10in_Ekulama_Sanbarth_Pipeline_at_Sanbarth_JIV.pdf,Operational,8/28/2011,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/704451_10in_Ekulama_Sanbarth_Pipeline_at_Sanbarth_Photos.pdf,Swamp,"The JIV of 28th August revealed that a cofferdam was required in order to ascertain the cause of spill.  Following construction of the cofferdam, a conclusive JIV was held on 22nd September 2011. Overall schedule considers community contracting and the difficult work terrain, particularly during the rainy season. Post Cleanup Inspection completed on 3rd November 2011.",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/704451_10in_Ekulama_Sanbarth_Pipeline_at_Sanbarth_JIV.pdf,0.93,"10"" Ekulama-Sanbarth Pipeline at Sanbarth ",32,Sanbarth,Nigeria,"Sanbarth, Nigeria",8.67425,9.08457,9,8/23/2011,No recoverable oil was found on site. Assessment of impacted area was completed on 28th August 2011. Cleanup of residual impacted area completed on 29th October 2011.
705675_10in_Utorogu-UPS_Pipeline_at_Ughevwughe_JIV.pdf,Operational,8/28/2011,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/705675_10in_Utorogu-UPS_Pipeline_at_Ughevwughe_Photos.pdf,Land,Post Cleanup Inspection completed on 7th October 2011.,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/705675_10in_Utorogu-UPS_Pipeline_at_Ughevwughe_JIV.pdf,0.17,"10"" Utorogu - UPS trunkline at Ughevwughe ",33,Ughevwughe,Nigeria,"Ughevwughe, Nigeria",8.67425,9.08457,9,8/26/2011,No recoverable oil was found on site. Cleanup of residual impacted area completed on 29th of September 2011.
705619_12in_ImoRiver-Ogale_pipeline_at_KomKom_JIV.pdf,Sabotage/Theft,11/19/2011,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/705619_12in_ImoRiver-Ogale_pipeline_at_KomKom_Photos.pdf,Land,Delay in JIV resulted from a protracted shutdown of Imo River pipeline for security reasons. Post Cleanup Inspection completed on 3rd February 2012.,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/705619_12in_ImoRiver-Ogale_pipeline_at_KomKom_JIV.pdf,167.12,"12"" Imo River - Ogale Pipeline at Komkom ",34,Komkom,Nigeria,"Komkom, Nigeria",8.67425,9.08457,9,8/27/2011,Recovery of spilled volume commenced on 19th November 2011 and was completed on 11th December 2011. Cleanup of residual impacted area was completed on 6th January 2012
706505_20inch_Kolocreek_Rumuekpe_Pipeline_at_Ogbogolo_JIV_Report.pdf,Operational,9/4/2011,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/706505_20inch_Kolocreek_Rumuekpe_Pipeline_at_Ogbogolo_Photos.pdf,Land,JIV commenced on 4th September and was completed on 11th September 2011. Post Cleanup Inspection completed on 22nd November 2011.,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/706505_20inch_Kolocreek_Rumuekpe_Pipeline_at_Ogbogolo_JIV_Report.pdf,82.6,"20"" Kolocreek-Rumuekpe Pipeline at Ogbogolo ",35,Ogbogolo,Nigeria,"Ogbogolo, Nigeria",8.67425,9.08457,9,8/29/2011,Recovery of spilled volume commenced on 9th September 2011 and was completed on 29th September 2011. Cleanup of residual impacted area commenced on 20th October 2011 and was completed on 14th November 2011.
707585_Ogini_Well_4T_4inch_Flowline_at_Ovrode_JIV_Report.pdf,Operational,9/9/2011,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/707585_Ogini_Well_4T_4inch_flowline_at_Ovrode_Photos.pdf,Land,JIV recommends no cleanup action required. Closed.,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/707585_Ogini_Well_4T_4inch_Flowline_at_Ovrode_JIV_Report.pdf,0.02,Well 4T at Ogini ,36,Ogini,Nigeria,"Ogini, Nigeria",7.20082,12.68056,50,8/31/2011,No recoverable oil was found on site.
